"created_at","updated_at","id","timestamp","PM25","PM10","O3","SO2","NO","NO2","NOX","CO","CH4","NMHC","THC","wind_speed","wind_gust_speed","wind_direction","wind_gust_direction","wind_gust_timestamp","air_humidity","air_temperature","container_humidity","container_temperature","solar_radiation","rain_intensity","station_id","AQI","AQI_detail","AQI_parameter","PM25_AQI","PM10_AQI","O3_AQI","SO2_AQI","NO2_AQI","CO_AQI","CH4_AQI"
"2025-05-24 11:53:40.924564+00","2025-05-29 09:22:48.014522+00","10551","2025-03-19 08:00:00+00","7.1282","23.75","24.6051","2.2909","3.5823","12.6656","9.4625","671.7133","2.1492","0.0508","2.1997","1.1358","2.72","230.2583","237","7.43","82.4179","26.4082","27.8957","27.355","221.9403","0","DKJ33",43,"{""CO"": 8, ""O3"": 18, ""CH4"": 4, ""NO2"": 11, ""SO2"": 2, ""PM10"": 23, ""PM25"": 43}","PM25","43","23","18","2","11","8","4"
"2025-05-24 11:53:40.939039+00","2025-05-29 09:29:50.428009+00","10552","2025-03-19 08:30:00+00","6.1246","21.2673","36.94","1.952","2.801","13.4944","9.2692","729.8914","2.1579","0.1588","2.3181","1.3842","4.12","232.366","255","8.28","76.8376","27.722","29.2982","27.7514","303.7732","0","DKJ33",43,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 11, ""SO2"": 2, ""PM10"": 23, ""PM25"": 43}","PM25","43","23","18","2","11","7","4"
"2025-05-24 11:53:40.942812+00","2025-05-29 09:22:48.048141+00","10553","2025-03-19 09:00:00+00","4.5373","21.09","45.7156","1.5704","1.0729","7.2816","4.6508","502.246","2.1271","0.1331","2.2605","1.7204","4.86","239.0173","237","8.34","68.6548","29.1084","26.9997","27.9184","421.1612","0","DKJ33",43,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 11, ""SO2"": 2, ""PM10"": 23, ""PM25"": 43}","PM25","43","23","18","2","11","7","4"
"2025-05-24 11:53:40.94881+00","2025-05-29 09:29:50.455743+00","10554","2025-03-19 09:30:00+00","5.2758","12.6433","46.7924","1.426","1.0302","5.8384","3.865","405.1053","2.1215","0.0086","2.1319","1.9806","5.18","253.0357","266","9.05","65.7291","29.8891","27.0684","27.8363","453.7294","0","DKJ33",43,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 11, ""SO2"": 2, ""PM10"": 22, ""PM25"": 43}","PM25","43","22","18","2","11","7","4"
"2025-05-24 11:53:40.953211+00","2025-05-29 09:22:48.080605+00","10555","2025-03-19 10:00:00+00","4.7189","12.04","49.0867","1.755","0.8375","4.448","2.9867","324.4693","2.1451","0","2.1266","2.4415","6.81","243.9036","252","9.38","63.8762","30.6607","27.1567","27.9607","608.3563","0","DKJ33",43,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 11, ""SO2"": 2, ""PM10"": 22, ""PM25"": 43}","PM25","43","22","18","2","11","7","4"
"2025-05-24 11:53:40.956985+00","2025-05-29 09:22:48.114778+00","10556","2025-03-19 10:30:00+00","5.2432","11.1831","50.3433","4.1051","1.2688","5.2784","3.7642","265.734","2.1395","0","2.0776","2.6051","7.04","247.8859","257","10.14","61.3301","31.5455","27.4378","28.2694","615.882","0","DKJ33",43,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 11, ""SO2"": 2, ""PM10"": 22, ""PM25"": 43}","PM25","43","22","18","2","11","7","4"
"2025-05-24 11:53:40.961967+00","2025-05-29 09:29:50.4776+00","10557","2025-03-19 11:00:00+00","5.573","11.13","52.1391","2.383","0.5969","3.688","2.3983","264.3027","2.1243","0","2.0395","2.1213","5.8","242.7676","223","10.36","61.8825","31.6167","27.2499","28.5638","580.3143","0","DKJ33",43,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 11, ""SO2"": 2, ""PM10"": 22, ""PM25"": 43}","PM25","43","22","18","2","11","7","4"
"2025-05-24 11:53:40.965872+00","2025-05-29 09:22:48.142349+00","10558","2025-03-19 11:30:00+00","4.9247","17.2024","53.7253","1.7993","0.4229","2.264","1.5175","232.332","2.1012","0","1.6696","1.9079","6.08","262.2769","263","11.22","60.5721","32.0899","27.2816","28.9027","669.3528","0","DKJ33",44,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 11, ""SO2"": 2, ""PM10"": 21, ""PM25"": 44}","PM25","44","21","17","2","11","7","4"
"2025-05-24 11:53:40.969525+00","2025-05-29 09:29:50.497096+00","10559","2025-03-19 12:00:00+00","5.4994","17.64","56.7653","1.5047","0.2583","2.152","1.3275","213.94","1.5478","0.726","30.0281","2.086","6.37","258.8195","244","11.41","61.9837","31.8191","25.7717","28.3813","529.6526","0","DKJ33",44,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 44}","PM25","44","21","17","2","10","7","4"
"2025-05-24 11:53:40.972836+00","2025-05-29 09:22:48.185177+00","10560","2025-03-19 12:30:00+00","5.112","14.0109","57.3762","1.3903","0.2229","2.5088","1.485","229.4187","24.8046","0.614","2.0326","2.0606","7.12","243.5466","276","12.23","60.7899","32.4067","27.9873","28.7044","576.8121","0","DKJ33",44,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 44}","PM25","44","21","17","2","10","7","4"
"2025-05-24 11:53:40.983179+00","2025-05-29 09:22:48.221797+00","10561","2025-03-19 13:00:00+00","5.8894","13.78","59.1705","1.9542","0.1135","2.088","1.1783","226.7207","2.1024","0","2.0009","1.8145","5.34","253.4621","234","12.33","60.6699","32.2857","27.0766","28.7537","439.1581","0","DKJ33",44,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 44}","PM25","44","21","17","2","10","7","4"
"2025-05-24 11:53:40.988608+00","2025-05-29 09:29:50.521916+00","10562","2025-03-19 13:30:00+00","5.6372","12.4052","83.7734","2.0881","0.1083","2.568","1.4242","235.2331","2.1049","0","2.0208","1.6751","6.2","265.3338","261","13.13","60.8938","32.3519","26.936","28.9733","481.1328","0","DKJ33",44,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 44}","PM25","44","21","17","2","10","7","4"
"2025-05-24 11:53:40.993393+00","2025-05-29 09:22:48.266492+00","10563","2025-03-19 14:00:00+00","6.9277","12.32","74.4327","2.2528","0.1765","3.3214","1.8711","253.1151","2.1274","0","2.0875","1.6715","5.56","266.4504","274","13.44","60.718","32.8374","25.7498","28.6086","557.195","0","DKJ33",44,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 44}","PM25","44","21","17","2","10","7","4"
"2025-05-24 11:53:40.998972+00","2025-05-29 09:22:48.311695+00","10564","2025-03-19 14:30:00+00","7.3253","19.7121","78.1836","2.0978","0.3488","4.6839","2.7186","275.9053","2.1327","0","2.0837","1.0791","5.43","281.2977","265","14.19","58.6736","33.4542","27.9915","28.7985","611.1107","0","DKJ33",45,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 45}","PM25","45","21","17","2","10","7","4"
"2025-05-24 11:53:41.003032+00","2025-05-29 09:29:50.54733+00","10565","2025-03-19 15:00:00+00","7.3114","20.17","77.3449","1.8943","0.1375","4.3184","2.3592","258.6027","2.1258","0","2.0595","1.2472","5.29","265.3323","292","14.36","59.2616","33.0135","26.3446","28.9205","369.5083","0","DKJ33",45,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 20, ""PM25"": 45}","PM25","45","20","17","2","10","7","4"
"2025-05-24 11:53:41.011282+00","2025-05-29 09:22:48.341783+00","10566","2025-03-19 15:30:00+00","6.7309","20.4965","69.6571","1.4311","0","3.992","2.0675","251.1547","2.1204","0","2.0456","1.4116","5.31","270.1913","249","15.13","59.9164","32.4858","27.7916","28.6807","207.8194","0","DKJ33",45,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 45}","PM25","45","21","17","2","10","7","4"
"2025-05-24 11:53:41.017307+00","2025-05-29 09:29:50.576603+00","10567","2025-03-19 16:00:00+00","6.0672","20.52","57.4693","1.5328","0.2448","5.2432","2.9267","365.8133","2.1374","0.0699","2.2063","1.5079","4.7","250.4458","264","15.38","57.8228","33.1788","26.6776","28.3445","386.1831","0","DKJ33",45,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 45}","PM25","45","21","17","2","10","7","4"
"2025-05-24 11:53:41.031806+00","2025-05-29 09:29:50.607833+00","10568","2025-03-19 16:30:00+00","7.6674","20.5386","74.634","3.211","0.2083","15.656","8.3208","438.5453","2.173","0.0754","2.2471","1.0621","4.2","282.7447","327","16.24","60.1845","32.3461","26.994","28.6328","126.021","0","DKJ33",45,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 45}","PM25","45","21","17","2","10","7","4"
"2025-05-24 11:53:41.040328+00","2025-05-29 09:22:48.373585+00","10569","2025-03-19 17:00:00+00","11.4353","20.54","91.4336","9.0024","0.7854","40.8304","21.8942","773.8066","2.2595","0.2399","2.5","1.9807","4.83","345.134","345","16.34","65.8221","30.8244","27.7248","28.5513","53.0933","0","DKJ33",46,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 46}","PM25","46","21","17","2","10","7","4"
"2025-05-24 11:53:41.046564+00","2025-05-29 09:22:48.398932+00","10570","2025-03-19 17:30:00+00","12.2619","36.4907","70.7207","4.9604","0.8302","40.7232","21.8742","783.0533","2.2574","0.235","2.4925","1.1475","4.84","335.1091","349","17.09","68.7816","30.1257","27.1645","28.3466","34.5259","0","DKJ33",46,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 46}","PM25","46","21","17","2","10","7","4"
"2025-05-24 11:53:41.054444+00","2025-05-29 09:29:50.632583+00","10571","2025-03-19 18:00:00+00","12.7363","37.63","70.6207","3.4578","0.4229","36.0176","19.0975","778.924","2.2389","0.17","2.4079","0.9802","3.79","322.4988","328","17.45","72.1958","29.4698","27.3237","27.9429","11.696","0","DKJ33",46,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 46}","PM25","46","21","17","2","10","7","4"
"2025-05-24 11:53:41.066239+00","2025-05-29 09:22:48.43486+00","10572","2025-03-19 18:30:00+00","12.9927","36.8673","72.508","3.3154","0.2021","29.9408","15.7558","671.84","2.2268","0.1136","2.3392","1.4565","4.29","324.7532","329","18.12","74.1654","28.9198","28.6047","27.9412","0","0","DKJ33",46,"{""CO"": 7, ""O3"": 17, ""CH4"": 4, ""NO2"": 10, ""SO2"": 2, ""PM10"": 21, ""PM25"": 46}","PM25","46","21","17","2","10","7","4"
"2025-05-24 11:53:41.079109+00","2025-05-29 09:29:50.657364+00","10573","2025-03-19 19:00:00+00","14.3293","36.82","52.4982","3.7402","0.2917","43.904","23.1","729.828","2.2291","0.1244","2.3551","1.0642","3.2","321.3742","343","18.46","75.6788","28.704","28.1758","27.8546","0","0","DKJ33",46,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 9, ""SO2"": 2, ""PM10"": 21, ""PM25"": 46}","PM25","46","21","18","2","9","7","4"
"2025-05-24 11:53:41.086396+00","2025-05-29 09:22:48.473347+00","10574","2025-03-19 19:30:00+00","14.7248","39.032","38.0276","2.8127","0.4208","44.0192","23.2633","759.3793","2.2583","0.1474","2.4051","0.9225","2.79","326.2268","333","19.27","76.9052","28.6085","28.9863","28.1531","0","0","DKJ33",47,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 9, ""SO2"": 3, ""PM10"": 21, ""PM25"": 47}","PM25","47","21","18","3","9","7","4"
"2025-05-24 11:53:41.092867+00","2025-05-29 09:22:48.509625+00","10575","2025-03-19 20:00:00+00","14.2616","39.19","35.5987","1.7459","0.4063","33.256","17.6458","747.8273","2.2627","0.156","2.4175","1.0547","2.9","341.2082","339","19.34","78.9135","28.4667","27.0367","27.9407","0","0","DKJ33",47,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 9, ""SO2"": 3, ""PM10"": 22, ""PM25"": 47}","PM25","47","22","18","3","9","7","4"
"2025-05-24 11:53:41.118385+00","2025-05-29 09:29:50.682026+00","10576","2025-03-19 20:30:00+00","15.199","34.6818","31.0789","1.6998","0.3583","35.1136","18.575","719.834","2.2356","0.1442","2.3809","0.7715","2.49","317.1246","327","20.25","80.0104","28.2407","27.8321","28.0907","0","0","DKJ33",44,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 10, ""SO2"": 3, ""PM10"": 22, ""PM25"": 44}","PM25","44","22","18","3","10","7","4"
"2025-05-24 11:53:41.148604+00","2025-05-29 09:22:48.54194+00","10577","2025-03-19 21:00:00+00","16.0108","34.4","34.4704","1.5121","0.2656","29.24","15.4417","674.3607","2.2493","0.13","2.3796","0.8199","2.51","276.3749","274","20.44","80.4834","28.1572","27.7157","27.5585","0","0","DKJ33",45,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 10, ""SO2"": 3, ""PM10"": 22, ""PM25"": 45}","PM25","45","22","18","3","10","7","4"
"2025-05-24 11:53:41.168187+00","2025-05-29 09:22:48.561708+00","10578","2025-03-19 21:30:00+00","18.3699","41.4373","38.2464","1.769","0.2865","23.648","12.5458","772.1093","2.2616","0.1328","2.3942","0.6083","2.36","271.5143","244","21.05","80.8204","28.0378","29.3955","27.8334","0","0","DKJ33",45,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 10, ""SO2"": 3, ""PM10"": 23, ""PM25"": 45}","PM25","45","23","18","3","10","7","4"
"2025-05-24 11:53:41.173477+00","2025-05-29 09:29:50.713676+00","10579","2025-03-19 22:00:00+00","15.3637","41.94","35.5407","2.2426","0.2062","22.2752","11.7667","684.6587","2.2728","0.1","2.3727","0.4707","1.89","288.9998","281","21.39","80.388","27.9841","26.8117","27.5896","0","0","DKJ33",45,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 10, ""SO2"": 3, ""PM10"": 23, ""PM25"": 45}","PM25","45","23","18","3","10","7","4"
"2025-05-24 11:53:41.178084+00","2025-05-29 09:22:48.607087+00","10580","2025-03-19 22:30:00+00","18.0287","41.2432","28.0176","2.9177","0.2854","27.112","14.3492","783.6613","2.2957","0.1437","2.4381","0.6459","2.82","274.0274","247","22.29","81.1183","27.9268","28.884","27.7909","0","0","DKJ33",44,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 10, ""SO2"": 3, ""PM10"": 24, ""PM25"": 44}","PM25","44","24","18","3","10","7","4"
"2025-05-24 11:53:41.183098+00","2025-05-29 09:29:50.745524+00","10581","2025-03-19 23:00:00+00","20.0895","41.2","21.1571","3.5982","0.4198","31.3024","16.6392","865.4753","2.3356","0.201","2.5358","0.6774","2.76","279.9224","289","22.59","81.1273","27.8744","27.1103","27.6238","0","0","DKJ33",44,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 10, ""SO2"": 3, ""PM10"": 25, ""PM25"": 44}","PM25","44","25","18","3","10","7","4"
"2025-05-24 11:53:41.187601+00","2025-05-29 09:22:48.697747+00","10582","2025-03-19 23:30:00+00","21.7259","41.1435","16.3276","6.5312","0.9948","32.9984","17.9825","652.764","2.5123","0.1289","2.6411","1.5173","5.78","318.2565","342","23.28","81.0338","27.2753","28.7091","27.7395","0","0","DKJ33",43,"{""CO"": 7, ""O3"": 18, ""CH4"": 4, ""NO2"": 10, ""SO2"": 3, ""PM10"": 25, ""PM25"": 43}","PM25","43","25","18","3","10","7","4"
"2025-05-24 11:53:41.19073+00","2025-05-29 09:22:48.730319+00","10583","2025-03-20 00:00:00+00","21.7563","41.14","26.2151","4.0964","0.4177","20.992","11.2675","369.8413","2.2446","0","2.2297","1.9878","4.97","330.2379","344","23.42","86.3178","26.112","29.4108","28.0711","0","0","DKJ33",42,"{""CO"": 6, ""O3"": 18, ""CH4"": 3, ""NO2"": 10, ""SO2"": 3, ""PM10"": 26, ""PM25"": 42}","PM25","42","26","18","3","10","6","3"
"2025-05-24 11:53:41.194145+00","2025-05-29 09:29:50.771439+00","10584","2025-03-20 00:30:00+00","15.6926","34.7467","25.7016","2.5523","0.3063","16.4","8.7867","298.11","2.1416","0","2.1076","1.7407","5.17","324.8137","325","0.05","86.9904","25.8808","28.6568","27.9409","0","0","DKJ33",41,"{""CO"": 6, ""O3"": 18, ""CH4"": 3, ""NO2"": 10, ""SO2"": 3, ""PM10"": 26, ""PM25"": 41}","PM25","41","26","18","3","10","6","3"
"2025-05-24 11:53:41.198135+00","2025-05-29 09:22:48.766979+00","10585","2025-03-20 01:00:00+00","19.4615","34.29","22.9013","3.0216","0.0719","14.4512","7.5842","304.4307","2.2336","0","2.2067","0.74","3.87","294.3789","289","0.33","87.4988","25.9015","27.3536","27.8931","0","0","DKJ33",40,"{""CO"": 6, ""O3"": 18, ""CH4"": 3, ""NO2"": 10, ""SO2"": 3, ""PM10"": 26, ""PM25"": 40}","PM25","40","26","18","3","10","6","3"
"2025-05-24 11:53:41.202885+00","2025-05-29 09:29:50.798559+00","10586","2025-03-20 01:30:00+00","31.3669","22.4406","12.9478","8.2731","0.1417","23.0576","12.1225","303.6073","2.2431","0","2.2283","1.2113","4.38","278.8038","270","1.19","88.3471","25.8821","27.7951","27.9234","0","0","DKJ33",41,"{""CO"": 6, ""O3"": 18, ""CH4"": 3, ""NO2"": 10, ""SO2"": 3, ""PM10"": 26, ""PM25"": 41}","PM25","41","26","18","3","10","6","3"
"2025-05-24 11:53:41.206987+00","2025-05-29 09:22:48.801471+00","10587","2025-03-20 02:00:00+00","30.8125","21.7","3.5896","13.4324","1.0271","33.1296","18.0767","364.8254","2.1985","0.0684","2.2679","1.3202","4.41","273.2522","283","1.43","88.2927","25.819","27.0578","27.8429","0","0","DKJ33",42,"{""CO"": 6, ""O3"": 18, ""CH4"": 3, ""NO2"": 11, ""SO2"": 3, ""PM10"": 26, ""PM25"": 42}","PM25","42","26","18","3","11","6","3"
"2025-05-24 11:53:41.212214+00","2025-05-29 09:22:48.828703+00","10588","2025-03-20 02:30:00+00","27.891","43.2227","2.3991","22.6384","1.5458","32.08","17.945","333.7413","2.1979","0.0666","2.2652","1.5774","4.25","267.7807","294","2.29","88.9296","25.7242","27.219","27.5814","0","0","DKJ33",43,"{""CO"": 6, ""O3"": 18, ""CH4"": 3, ""NO2"": 11, ""SO2"": 4, ""PM10"": 27, ""PM25"": 43}","PM25","43","27","18","4","11","6","3"
"2025-05-24 11:53:41.216509+00","2025-05-29 09:29:50.830918+00","10589","2025-03-20 03:00:00+00","21.4385","44.76","8.6304","18.7534","1.399","24.3392","13.7958","274.208","2.1679","0.0341","2.2033","1.8444","5.6","271.6214","261","2.55","88.3251","25.6214","28.3699","27.7786","0","0","DKJ33",44,"{""CO"": 6, ""O3"": 18, ""CH4"": 3, ""NO2"": 11, ""SO2"": 4, ""PM10"": 28, ""PM25"": 44}","PM25","44","28","18","4","11","6","3"
"2025-05-24 11:53:41.222881+00","2025-05-29 09:22:48.857338+00","10590","2025-03-20 03:30:00+00","11.7612","30.0502","17.0778","7.4067","0.1885","12.08","6.4425","217.322","2.151","0.0321","2.1827","1.6478","4.69","265.7554","247","3.25","87.7145","25.4812","28.9752","27.7264","0","0","DKJ33",43,"{""CO"": 6, ""O3"": 18, ""CH4"": 3, ""NO2"": 11, ""SO2"": 4, ""PM10"": 28, ""PM25"": 43}","PM25","43","28","18","4","11","6","3"
"2025-05-24 11:53:41.22979+00","2025-05-29 09:29:50.864442+00","10591","2025-03-20 04:00:00+00","18.2292","28.99","7.8669","7.4734","0.5271","20.944","11.33","268.3307","2.1913","0.2076","2.3978","1.404","4.39","260.2742","254","3.51","88.545","25.4124","27.0125","27.6872","0","0","DKJ33",42,"{""CO"": 6, ""O3"": 18, ""CH4"": 3, ""NO2"": 11, ""SO2"": 4, ""PM10"": 28, ""PM25"": 42}","PM25","42","28","18","4","11","6","3"
"2025-05-24 11:53:41.235834+00","2025-05-29 09:22:48.893448+00","10592","2025-03-20 04:30:00+00","26.8149","24.2817","1.8636","13.0444","3.7167","28.6352","17.8875","324.1527","2.2406","0.2249","2.4646","1.0182","3.6","259.7443","253","4.03","88.9948","25.3584","26.8916","27.6395","0","0","DKJ33",43,"{""CO"": 6, ""O3"": 17, ""CH4"": 3, ""NO2"": 12, ""SO2"": 5, ""PM10"": 28, ""PM25"": 43}","PM25","43","28","17","5","12","6","3"
"2025-05-24 11:53:41.241806+00","2025-05-29 09:22:48.925827+00","10593","2025-03-20 05:00:00+00","25.8853","23.99","1.7156","22.9193","13.1375","32.9888","27.6917","375.1233","2.2427","0.2216","2.4651","1.1891","3.35","261.0131","298","4.37","87.0342","25.4503","27.7794","27.7601","0","0","DKJ33",43,"{""CO"": 6, ""O3"": 17, ""CH4"": 3, ""NO2"": 12, ""SO2"": 5, ""PM10"": 28, ""PM25"": 43}","PM25","43","28","17","5","12","6","3"
"2025-05-24 11:53:41.246226+00","2025-05-29 09:29:50.893829+00","10594","2025-03-20 05:30:00+00","26.3392","38.2233","0.678","22.974","19.0573","32.536","32.1917","432.4273","2.2797","0.1629","2.4437","1.0764","3.37","260.1616","250","5.26","86.3423","25.465","27.8917","27.8215","0","0","DKJ33",44,"{""CO"": 6, ""O3"": 17, ""CH4"": 3, ""NO2"": 12, ""SO2"": 5, ""PM10"": 28, ""PM25"": 44}","PM25","44","28","17","5","12","6","3"
"2025-05-24 11:53:41.249484+00","2025-05-29 09:22:48.949187+00","10595","2025-03-20 06:00:00+00","23.536","39.24","0","27.5698","19.1719","32.7856","32.4133","516.5213","2.4095","0.1278","2.5374","0.8917","3.04","260.8902","280","5.36","85.8544","25.4737","26.7172","27.7378","0.0025","0","DKJ33",45,"{""CO"": 6, ""O3"": 17, ""CH4"": 3, ""NO2"": 13, ""SO2"": 6, ""PM10"": 28, ""PM25"": 45}","PM25","45","28","17","6","13","6","3"
"2025-05-24 11:53:41.252399+00","2025-05-29 09:22:48.967581+00","10596","2025-03-20 06:30:00+00","25.2226","45.512","0.1616","29.1043","25.5948","31.296","36.7758","763.2806","2.5077","0.2212","2.7295","0.365","1.51","227.1337","203","6.25","85.6417","25.4838","27.1418","27.5751","10.7641","0","DKJ33",45,"{""CO"": 6, ""O3"": 17, ""CH4"": 3, ""NO2"": 13, ""SO2"": 6, ""PM10"": 29, ""PM25"": 45}","PM25","45","29","17","6","13","6","3"
"2025-05-24 11:53:41.257937+00","2025-05-29 09:29:50.918467+00","10597","2025-03-20 07:00:00+00","30.7771","45.96","1.9451","24.352","24.9583","30.7072","35.96","1006.5693","2.4379","0.3163","2.7546","0.6978","2.22","245.678","246","6.58","85.3545","25.7595","27.7056","27.7466","50.4953","0","DKJ33",47,"{""CO"": 7, ""O3"": 16, ""CH4"": 3, ""NO2"": 13, ""SO2"": 7, ""PM10"": 29, ""PM25"": 47}","PM25","47","29","16","7","13","7","3"
"2025-05-24 11:53:41.262329+00","2025-05-29 09:22:48.996107+00","10598","2025-03-20 07:30:00+00","29.0802","41.0973","5.7613","22.5111","20.1292","32.36","32.9575","993.396","2.405","0.3543","2.7607","0.2472","3.08","253.5376","249","7.29","82.1383","26.524","28.3028","27.7679","102.5476","0","DKJ33",48,"{""CO"": 7, ""O3"": 16, ""CH4"": 3, ""NO2"": 13, ""SO2"": 7, ""PM10"": 29, ""PM25"": 48}","PM25","48","29","16","7","13","7","3"
"2025-05-24 11:53:41.267682+00","2025-05-29 09:29:50.951313+00","10599","2025-03-20 08:00:00+00","23.5655","40.75","15.0867","17.8717","12.8656","28.528","25.1508","730.702","2.3157","0.2366","2.5525","0.8305","3.25","278.9683","295","7.49","79.7923","27.3904","26.823","27.539","249.4179","0","DKJ33",49,"{""CO"": 7, ""O3"": 16, ""CH4"": 3, ""NO2"": 14, ""SO2"": 8, ""PM10"": 30, ""PM25"": 49}","PM25","49","30","16","8","14","7","3"
"2025-05-24 11:53:41.282449+00","2025-05-29 09:29:50.975955+00","10600","2025-03-20 08:30:00+00","19.0839","49.0287","24.6267","16.509","8.5583","25.8864","20.3292","670.5607","2.2468","0.2614","2.5086","1.2223","4.12","277.5276","269","8.2","75.5126","28.433","29.1745","27.6822","236.6286","0","DKJ33",50,"{""CO"": 7, ""O3"": 16, ""CH4"": 3, ""NO2"": 14, ""SO2"": 8, ""PM10"": 30, ""PM25"": 50}","PM25","50","30","16","8","14","7","3"
"2025-05-24 11:53:41.287387+00","2025-05-29 09:22:49.015338+00","10601","2025-03-20 09:00:00+00","22.7903","49.62","33.9944","16.0143","6.3865","28.6944","20.0542","792.186","2.2553","0.4145","2.6704","1.2139","4.72","269.9273","289","8.58","74.6863","28.5753","27.2826","27.8275","261.6754","0","DKJ33",52,"{""CO"": 7, ""O3"": 16, ""CH4"": 3, ""NO2"": 14, ""SO2"": 8, ""PM10"": 31, ""PM25"": 52}","PM25","52","31","16","8","14","7","3"
"2025-05-24 11:53:41.297121+00","2025-05-29 09:22:49.035031+00","10602","2025-03-20 09:30:00+00","25.7407","47.296","42.1336","16.2121","3.6031","22.7216","14.7167","1778.9827","2.2747","1.9554","4.2309","1.7034","5.17","253.8552","264","9.25","71.8589","29.3032","28.2011","27.9575","328.3776","0","DKJ33",52,"{""CO"": 7, ""O3"": 16, ""CH4"": 3, ""NO2"": 14, ""SO2"": 8, ""PM10"": 32, ""PM25"": 52}","PM25","52","32","16","8","14","7","3"
"2025-05-24 11:53:41.30143+00","2025-05-29 09:29:51.000109+00","10603","2025-03-20 10:00:00+00","21.4915","47.13","50.4038","11.8813","2.8292","14.4912","9.8108","789.7413","2.2097","0.603","2.8141","2.0272","6.22","249.6533","239","9.53","68.5505","30.3498","27.7917","28.1321","573.9182","0","DKJ33",53,"{""CO"": 7, ""O3"": 16, ""CH4"": 3, ""NO2"": 14, ""SO2"": 9, ""PM10"": 32, ""PM25"": 53}","PM25","53","32","16","9","14","7","3"
"2025-05-24 11:53:41.308393+00","2025-05-29 09:22:49.051212+00","10604","2025-03-20 10:30:00+00","15.9534","76.2087","65.9298","8.8711","0.7167","8.272","4.8817","628.0513","2.1923","0.3302","2.5214","1.8928","5.32","247.2917","270","10","65.6201","31.021","27.5793","28.2894","503.5168","0","DKJ33",53,"{""CO"": 7, ""O3"": 16, ""CH4"": 3, ""NO2"": 14, ""SO2"": 9, ""PM10"": 34, ""PM25"": 53}","PM25","53","34","16","9","14","7","3"
"2025-05-24 11:53:41.312905+00","2025-05-29 09:29:51.030246+00","10605","2025-03-20 11:00:00+00","11.6053","78.01","68.5487","5.4636","0.349","5.5792","3.185","689.4973","2.197","0.4531","2.2854","1.9645","5.84","249.8514","246","10.49","63.726","31.6492","27.3359","28.5233","531.6878","0","DKJ33",53,"{""CO"": 7, ""O3"": 16, ""CH4"": 3, ""NO2"": 14, ""SO2"": 9, ""PM10"": 35, ""PM25"": 53}","PM25","53","35","16","9","14","7","3"
